Postcode,Suburb,State,LS_Accounts,LS_Value,Population,LS_Accounts_Per_Person,LS_Value_Per_Person,Tax_Population,Tax_Median_Income,Tax_Mean_Income
2335,Branxton,NSW,118,2729100.66,5430,0.02,502.60,3255,47822,62978
2336,Aberdeen (NSW),NSW,52,995976.73,2341,0.02,425.45,1446,43898,58791
2337,Bunnan,NSW,189,3970356.32,7735,0.02,513.30,4549,40861,111407
2338,Blandford,NSW,14,217603.88,1536,0.01,141.67,678,33664,43584
2339,Parraweena,NSW,7,77350.65,668,0.01,115.79,399,31268,34727
2340,Bithramere,NSW,893,15841873.6,45700,0.02,346.65,26616,39596,46318
2341,Werris Creek,NSW,28,321353.16,1727,0.02,186.08,623,32975,42324
2342,Currabubula,NSW,11,172729.07,555,0.02,311.22,285,30987,36009
2343,Caroona,NSW,110,1666287.59,4526,0.02,368.16,2645,34658,39942
2344,Duri,NSW,12,218021.36,734,0.02,297.03,422,35978,40723
2345,Attunga,NSW,27,567354.21,768,0.04,738.74,452,35203,40109
2346,Manilla,NSW,51,803460.82,2810,0.02,285.93,1409,33708,38368
2347,Barraba,NSW,42,950360.82,1879,0.02,505.78,843,28727,31235
2350,Aberfoyle,NSW,438,8770301.98,24474,0.02,358.35,13591,37691,46948
2352,Kootingal,NSW,46,752799.2,2810,0.02,267.90,1404,39125,44886
2353,Moonbi,NSW,28,409156.83,999,0.03,409.57,540,37514,41863
2354,Kentucky,NSW,55,1096953.16,3521,0.02,311.55,2143,28863,32764
2355,Bendemeer,NSW,12,234924.1,764,0.02,307.49,290,28883,33955
2356,,NSW,4,94023.3,,,,,,
2357,Bomera,NSW,75,2251939.96,4364,0.02,516.03,1984,31792,38480
2358,Arding,NSW,83,1608615.15,4043,0.02,397.88,2070,32877,37776
2359,Bundarra,NSW,22,285872.38,606,0.04,471.74,360,25241,27082
2360,Bukkulla,NSW,261,4523752.87,14496,0.02,312.07,7146,35433,39838
2361,Ashford (NSW),NSW,12,202620.12,886,0.01,228.69,377,22857,25550
2364,,NSW,1,6301.93,,,,,,
2365,Ben Lomond (NSW),NSW,53,1195027.13,3410,0.02,350.45,2000,29474,37097
2369,Tingha,NSW,23,287866,1175,0.02,244.99,327,33524,36492
2370,Dundee,NSW,133,2267717.82,7556,0.02,300.12,3745,29587,34528
2371,Deepwater (NSW),NSW,18,314023.11,744,0.02,422.07,534,24189,29464
2372,Liston,NSW,88,1560694.88,4971,0.02,313.96,2477,28181,34311
2379,,NSW,7,106939.67,,,,210,22936,36455
2380,Emerald Hill,NSW,198,3497132.03,10138,0.02,344.95,5480,39719,50155
2381,Curlewis (NSW),NSW,28,411807.36,1745,0.02,235.99,608,37145,45814
2382,Boggabri,NSW,34,357485.69,1191,0.03,300.16,713,35140,44193
2386,Burren Junction,NSW,8,250607.51,301,0.03,832.58,219,25192,8428
2387,,NSW,5,119622.79,,,,,,
2388,Gwabegar,NSW,56,977876.37,3090,0.02,316.46,1496,37005,43242
2390,Baan Baa,NSW,209,4516661.32,8243,0.03,547.94,4881,40951,49819
2395,Binnaway,NSW,13,172733.74,778,0.02,222.02,270,24118,27787
2396,Baradine,NSW,13,239184.33,1163,0.01,205.66,414,30004,35728
2397,Bellata,NSW,12,231823.16,408,0.03,568.19,259,32032,44085
2398,,NSW,6,156518.59,,,,,,
2399,Biniguy,NSW,22,506299.47,877,0.03,577.31,322,37219,39675
2400,Ashley,NSW,234,4258674.26,10215,0.02,416.90,5626,41660,49983
2401,Gravesend,NSW,6,137115.72,323,0.02,424.51,,,
2402,Warialda,NSW,32,433289.79,1912,0.02,226.62,878,32025,36116
2403,Delungra,NSW,22,333273.92,556,0.04,599.41,356,24021,24368
2404,Bangheet,NSW,29,331893.15,1785,0.02,185.93,872,27680,24614
2405,Garah,NSW,11,223834.16,549,0.02,407.71,311,36171,38785
2406,Mungindi (NSW),NSW,33,683331.57,740,0.04,923.42,477,39196,44610
2408,North Star,NSW,6,42833.28,421,0.01,101.74,232,43098,35690
2409,Boggabilla,NSW,19,421406.44,1140,0.02,369.65,304,30291,55826
2410,Yetman,NSW,4,84093.24,350,0.01,240.27,,,
2411,,NSW,5,150479.75,,,,,,
2413,,NSW,1,4620.16,,,,,,
2415,Stroud Road,NSW,3,22288.9,281,0.01,79.32,,,
2420,Alison (Dungog - NSW),NSW,50,630849.44,4066,0.01,155.15,2047,32477,42638
2421,Paterson (NSW),NSW,26,735527.88,1521,0.02,483.58,1066,39472,51945
2422,Barrington (NSW),NSW,104,2477433.39,5217,0.02,474.88,2734,29745,37297
2423,Boolambayte,NSW,45,662058.6,3228,0.01,205.10,1437,31568,38548
2424,Caffreys Flat,NSW,5,86937.51,548,0.01,158.65,203,22740,27230
2425,Allworth,NSW,28,464570.73,1616,0.02,287.48,930,34677,46642
2426,Coopernook,NSW,11,157065.26,518,0.02,303.21,294,31244,39659
2427,Crowdy Head,NSW,42,827748,2474,0.02,334.58,1165,30684,41071
2428,Boomerang Beach,NSW,372,6863653.44,22699,0.02,302.38,10846,31630,40806
2429,Burrell Creek,NSW,162,3125967.61,9250,0.02,337.94,4691,32154,36919
2430,Black Head,NSW,521,9098600.18,32568,0.02,279.37,15291,34413,41577
2431,Arakoon,NSW,53,976039.38,4953,0.01,197.06,2297,31737,39649
2439,Kendall,NSW,39,619482,2452,0.02,252.64,1160,33397,39740
2440,Aldavilla,NSW,309,5642996.86,21373,0.01,264.02,9439,33574,38599
2441,Allgomera,NSW,71,1151184.86,6299,0.01,182.76,2507,31824,39737
2442,,NSW,2,107313.7,,,,,,
2443,Camden Head,NSW,113,2728036.54,8849,0.01,308.29,4023,31216,37519
2444,Blackmans Point,NSW,868,16017895.55,42618,0.02,375.85,23776,36113,45835
2445,Bonny Hills,NSW,111,2027290.55,5873,0.02,345.19,3362,35470,43097
2446,Beechwood,NSW,205,3446092.05,12528,0.02,275.07,6498,33632,41395
2447,Congarinni,NSW,106,1948687.71,6811,0.02,286.11,3435,31047,39503
2448,Hyland Park,NSW,146,2431610.88,8702,0.02,279.43,3795,32257,39735
2449,Argents Hill,NSW,27,359362.18,2324,0.01,154.63,945,28749,34491
2450,Boambee,NSW,775,12995272.38,38299,0.02,339.31,22688,36279,45274
2452,Boambee East,NSW,226,3956155.18,15011,0.02,263.55,7657,36598,42350
2453,Deer Vale,NSW,40,818496.17,2706,0.01,302.47,1512,25369,31038
2454,Bellingen,NSW,146,2797634.42,7350,0.02,380.63,3961,31748,41486
2455,Urunga,NSW,55,1064475.95,3022,0.02,352.24,1509,34570,41096
2456,Arrawarra,NSW,234,3846507.54,13580,0.02,283.25,7959,32693,40382
2460,Alumy Creek,NSW,508,9292701.71,28593,0.02,325.00,13561,34529,40151
2461,,NSW,1,4118.52,,,,,,
2462,Calliope (NSW),NSW,46,1190149.61,2510,0.02,474.16,1050,29027,35423
2463,Ashby (NSW),NSW,131,2441818.6,7146,0.02,341.70,3518,31071,38542
2464,Angourie,NSW,108,1670790.04,6683,0.02,250.01,3435,29770,38718
2465,Harwood,NSW,6,68887.57,355,0.02,194.05,,,
2466,Iluka (NSW),NSW,18,184875.22,1701,0.01,108.69,655,27225,33296
2469,Bonalbo,NSW,69,924135.67,4244,0.02,217.75,1601,25550,32219
2470,Backmede,NSW,243,4322404.43,14549,0.02,297.09,6959,35878,38995
2471,Bora Ridge,NSW,56,1039979.43,2579,0.02,403.25,1100,31273,33237
2472,Broadwater (Richmond Valley - NSW),NSW,38,572174.64,1731,0.02,330.55,1029,32331,38303
2473,Doonbah,NSW,59,1317146.05,2968,0.02,443.78,1330,35378,42369
2474,Barkers Vale,NSW,111,2441897.98,6386,0.02,382.38,3099,29281,35771
2475,Urbenville,NSW,5,58571.58,448,0.01,130.74,,,
2476,Legume,NSW,14,261753.42,1016,0.01,257.63,338,24522,33545
2477,Alstonvale,NSW,230,5096489.07,11247,0.02,453.14,6654,35184,42921
2478,Ballina,NSW,525,8590507.27,26770,0.02,320.90,15792,35761,45829
2479,Bangalow,NSW,141,2309893.4,4540,0.03,508.79,3012,32568,51442
2480,Bentley (NSW),NSW,914,18319391.42,44394,0.02,412.65,23442,35316,42512
2481,Broken Head,NSW,376,6413537.13,10701,0.04,599.34,8014,30156,45426
2482,Goonengerry,NSW,176,3052617.68,5750,0.03,530.89,3611,27897,39357
2483,Billinudgel,NSW,268,3892721.37,10032,0.03,388.03,5847,31433,41042
2484,Bray Park (NSW),NSW,404,6429892.07,18050,0.02,356.23,9404,32795,40997
2485,Tweed Heads,NSW,311,4866772.1,13349,0.02,364.58,6833,34560,42958
2486,Banora Point,NSW,560,9361366.48,30593,0.02,306.00,15773,35977,43585
2487,Casuarina (NSW),NSW,267,4481461.23,11193,0.02,400.38,6593,37872,52735
2488,Bogangar,NSW,71,1133815.13,3101,0.02,365.63,1829,35951,44174
2489,Hastings Point,NSW,138,1902214.15,6318,0.02,301.08,3503,36152,46977
2490,North Tumbulgum,NSW,21,338665.71,691,0.03,490.11,387,36917,48197
2498,,NSW,1,51426.26,,,,,,
2500,Coniston,NSW,751,19568665.16,37081,0.02,527.73,20169,40644,53801
2502,Cringila,NSW,205,6213035.22,11707,0.02,530.71,4741,36602,43761
2503,,NSW,1,4458.17,,,,,,
2505,Coniston,NSW,93,1851761.3,4914,0.02,376.83,2299,39205,49199
2506,Berkeley,NSW,126,2906044.4,7430,0.02,391.12,3318,39663,47765
2508,Coalcliff,NSW,207,4388229.98,8652,0.02,507.19,5323,46803,59917
2513,,NSW,1,9529.71,,,,,,
2514,,NSW,1,13059.17,,,,,,
2515,Austinmer,NSW,242,6878870,10385,0.02,662.39,6731,48598,71900
2516,Bulli,NSW,127,2914818.78,5671,0.02,513.99,3381,48536,64271
2517,Russell Vale,NSW,242,6440446.42,12957,0.02,497.06,7182,45348,57295
2518,Bellambi,NSW,319,7122209.69,18613,0.02,382.65,9739,42073,51969
2519,Balgownie,NSW,286,8194650.82,16241,0.02,504.57,8943,41067,54479
2520,,NSW,18,482422.42,,,,,,
2521,,NSW,1,39004.41,,,,,,
2522,,NSW,2,148604.51,,,,,,
2525,Figtree,NSW,199,4901059.88,10629,0.02,461.10,6204,43621,55755
2526,Cordeaux Heights,NSW,301,8688080.17,15831,0.02,548.80,8715,42667,55447
2527,Albion Park,NSW,414,10112008.66,20614,0.02,490.54,11262,42058,50946
2528,Barrack Heights,NSW,365,6914585.78,23283,0.02,296.98,10781,38287,46637
2529,Blackbutt (NSW),NSW,440,9827385.73,22309,0.02,440.51,13292,43021,53598
2530,Brownsville,NSW,525,13401585.78,29720,0.02,450.93,15911,41250,49773
2533,Bombo,NSW,273,7686734.53,14938,0.02,514.58,9336,39506,56003
2534,Foxground,NSW,93,2040292.79,4990,0.02,408.88,3179,39427,53207
2535,Bellawongarah,NSW,124,2391981.46,6997,0.02,341.86,4065,35142,48046
2536,Batehaven,NSW,330,5790437.2,17466,0.02,331.53,8747,33133,41273
2537,Bergalia,NSW,200,4112920.23,10908,0.02,377.06,6169,34202,41869
2538,Little Forest,NSW,37,1277931.46,2263,0.02,564.71,1244,32311,45663
2539,Bawley Point,NSW,277,5241265.84,16525,0.02,317.17,8783,30933,38996
2540,Basin View,NSW,696,14436917.52,41738,0.02,345.89,20416,35652,44513
2541,Bangalee (NSW),NSW,436,7728002.09,24143,0.02,320.09,12349,37173,44689
2545,Bodalla,NSW,17,228727.02,1067,0.02,214.36,589,32192,39480
2546,Akolele,NSW,146,2608540.22,8792,0.02,296.69,4652,29640,37927
2548,Berrambool,NSW,105,2614411.97,6875,0.02,380.28,4332,34316,42285
2549,Bald Hills (NSW),NSW,71,1520447.53,3629,0.02,418.97,2123,34929,43071
2550,Angledale,NSW,270,4950639.21,15692,0.02,315.49,8722,36097,44057
2551,Boydtown,NSW,53,647938.75,3450,0.02,187.81,1828,35153,42880
2555,Badgerys Creek,NSW,9,134645.06,454,0.02,296.58,,,
2556,Bringelly,NSW,73,1109968.9,2387,0.03,465.01,1334,42413,56263
2557,Catherine Field,NSW,142,2108384.57,4002,0.04,526.83,3089,46540,54338
2558,Eagle Vale,NSW,267,4815706.21,11121,0.02,433.03,6169,44260,48396
2559,Blairmount,NSW,66,779927.02,3805,0.02,204.97,833,35351,38766
2560,Airds,NSW,1793,31283983.25,72235,0.02,433.09,37895,43520,48869
2563,Menangle Park,NSW,8,117287.42,241,0.03,486.67,,,
2564,Long Point (Campbelltown - NSW),NSW,309,5383816.56,13375,0.02,402.53,6348,40326,44365
2565,Denham Court,NSW,422,7790793.04,16589,0.03,469.64,9995,44189,52209
2566,Bow Bowing,NSW,581,8671827.62,24044,0.02,360.66,13554,43367,47976
2567,Currans Hill,NSW,845,17759843.9,33965,0.02,522.89,20630,49932,57117
2568,Menangle,NSW,18,355669.27,878,0.02,405.09,661,43554,56597
2569,Douglas Park,NSW,37,893876.12,1270,0.03,703.84,838,45059,55877
2570,Belimbla Park,NSW,768,15926318.92,28344,0.03,561.89,19981,47685,58040
2571,Balmoral (Wingecarribee - NSW),NSW,263,5713181.45,10142,0.03,563.32,6308,47180,59026
2572,Lakesland,NSW,98,2751878.61,3944,0.02,697.74,2287,44907,53500
2573,Tahmoor,NSW,100,2098588.43,4506,0.02,465.73,2505,42377,49046
2574,Bargo,NSW,130,2971770.62,5421,0.02,548.20,3102,42666,50180
2575,Aylmerton,NSW,333,6883403.28,14031,0.02,490.59,8199,38981,53998
2576,Bowral,NSW,255,4939768.4,12709,0.02,388.68,8181,36861,61289
2577,Barrengarry,NSW,332,6921292.44,14651,0.02,472.41,8327,37177,51249
2578,Bundanoon (NSW),NSW,44,908298.28,2417,0.02,375.80,1522,32695,44819
2579,Exeter (NSW),NSW,96,2629968.94,3598,0.03,730.95,2076,36837,47859
2580,Bannaby,NSW,617,13668260.07,27112,0.02,504.14,14975,40454,47867
2581,Breadalbane (NSW),NSW,55,1036421.94,1995,0.03,519.51,1194,42705,49034
2582,Bookham,NSW,293,5751730.29,11512,0.03,499.63,7241,47186,57083
2583,Bigga,NSW,64,2283269.19,3999,0.02,570.96,2477,32469,38928
2584,Binalong,NSW,9,113625.2,466,0.02,243.83,298,32758,39013
2585,Galong,NSW,6,57572.95,339,0.02,169.83,,,
2586,Boorowa,NSW,42,745097.68,2724,0.02,273.53,1348,35306,39827
2587,Harden,NSW,54,1328912.16,2829,0.02,469.75,1476,36249,41383
2588,Wallendbeen,NSW,14,274238.28,307,0.05,893.28,220,36734,54780
2590,Bethungra,NSW,123,2166751.48,7109,0.02,304.79,3675,37453,44746
2594,Bribbaree,NSW,183,3288047.77,11455,0.02,287.04,5904,35926,43431
2619,Jerrabomberra,NSW,216,7828098.58,9422,0.02,830.83,5864,67300,76747
2620,Burra (Palerang - NSW),NSW,1139,24334914.62,36434,0.03,667.92,22405,52341,60712
2621,Bungendore,NSW,145,3377342.41,5371,0.03,628.81,3770,56224,65328
2622,Araluen (NSW),NSW,97,2417984.59,3260,0.03,741.71,2059,35373,44068
2623,Captains Flat,NSW,25,475665.39,742,0.03,641.06,342,49171,52851
2624,,NSW,2,37900.58,,,,,,
2625,Kosciuszko National Park,NSW,9,105586.62,470,0.02,224.65,209,32173,36759
2626,Bredbo,NSW,9,113608.42,501,0.02,226.76,276,46581,52801
2627,East Jindabyne,NSW,120,2501793.75,4398,0.03,568.85,2650,37547,47238
2628,Berridale,NSW,45,745555.56,1807,0.02,412.59,992,35005,40729
2629,Adaminaby,NSW,15,160619.03,586,0.03,274.09,,,
2630,Binjura,NSW,187,3202095.58,8330,0.02,384.41,4971,38865,47395
2631,Bibbenluke,NSW,9,117815.38,720,0.01,163.63,344,35930,45490
2632,Bombala,NSW,40,620710.16,1662,0.02,373.47,1097,39026,45729
2633,Delegate,NSW,9,98172.65,449,0.02,218.65,219,32805,39933
2640,Albury,NSW,623,12202504.49,33707,0.02,362.02,20109,41491,51856
2641,Hamilton Valley,NSW,275,4186512.1,14313,0.02,292.50,8117,38525,43360
2642,Brocklesby,NSW,87,1623262.71,4999,0.02,324.72,2862,38706,45805
2643,Howlong,NSW,51,1107171.22,2553,0.02,433.67,1469,35377,40590
2644,Holbrook,NSW,36,950115.75,2593,0.01,366.42,1382,35206,42317
2645,Urana,NSW,4,63665.98,299,0.01,212.93,240,33868,44365
2646,Collendina,NSW,108,1905713.31,6791,0.02,280.62,3959,36864,44191
2647,Mulwala,NSW,29,597693.61,1903,0.02,314.08,1156,36399,43279
2648,Curlwaa,NSW,53,816873.88,2501,0.02,326.62,1194,32304,39090
2650,Ashmont,NSW,1077,21227031.76,53974,0.02,393.28,31881,42160,51213
2651,Forest Hill (NSW),NSW,50,992973.15,2218,0.02,447.69,1035,43989,47243
2652,Boree Creek,NSW,107,1611290.85,4851,0.02,332.16,2734,38102,47226
2653,Courabyra,NSW,48,1199597.71,2334,0.02,513.97,1262,37646,43100
2655,The Rock,NSW,30,429364.62,1053,0.03,407.75,769,38573,44435
2656,Lockhart (NSW),NSW,15,295306.73,1297,0.01,227.68,699,39076,47726
2658,Henty (NSW),NSW,18,284464.59,1442,0.01,197.27,741,33755,38215
2659,Walla Walla,NSW,16,213547.71,920,0.02,232.12,538,34860,39346
2660,Cookardinia,NSW,25,775049.04,1663,0.02,466.05,834,34702,42293
2661,Kapooka,NSW,7,119744.84,338,0.02,354.27,,,
2662,,NSW,1,57579.63,,,,,,
2663,Junee,NSW,100,2150698.19,4578,0.02,469.79,2171,38334,45012
2665,Ardlethan,NSW,28,424909.63,2338,0.01,181.74,1246,32203,39779
2666,Narraburra,NSW,90,2243427.96,5059,0.02,443.45,2950,35707,42713
2668,Barmedman,NSW,9,102367.46,407,0.02,251.52,215,29673,42697
2669,Girral,NSW,22,309537.57,2002,0.01,154.61,980,35726,47506
2671,West Wyalong,NSW,76,1191070.14,3891,0.02,306.11,2254,36551,46928
2672,Lake Cargelligo,NSW,18,308704.26,1475,0.01,209.29,816,38810,48418
2675,Hillston,NSW,43,667321.37,1431,0.03,466.33,967,38106,46301
2680,Beelbangera,NSW,543,9047246.59,22687,0.02,398.79,13552,38813,45195
2681,Myall Park (NSW),NSW,31,433748.36,1639,0.02,264.64,938,37422,46171
2685,,NSW,1,23437.36,,,,,,
2694,,NSW,1,11361.94,,,,,,
2700,Gillenbah,NSW,112,1847402.45,4872,0.02,379.19,2565,36209,42111
2701,Coolamon,NSW,46,766745.79,2433,0.02,315.14,1246,39981,47186
2702,Ganmain,NSW,17,305529.55,616,0.03,495.99,375,38648,48042
2703,Yanco,NSW,24,465297.51,947,0.03,491.34,404,37700,39713
2705,Corbie Hill,NSW,236,4892193.07,10013,0.02,488.58,5506,38448,43424
2706,Darlington Point,NSW,29,304143.46,1210,0.02,251.36,619,41099,39945
2707,Coleambally,NSW,31,487528.51,1313,0.02,371.31,908,34521,39363
2710,Calimo,NSW,171,2505994.55,9834,0.02,254.83,5768,36459,41907
2711,Booligal,NSW,53,830063.39,3293,0.02,252.07,1827,35682,41925
2712,Berrigan,NSW,16,316350.93,1409,0.01,224.52,754,33019,39501
2713,Blighty,NSW,56,1160368.33,3080,0.02,376.74,1582,33327,38590
2714,Tocumwal,NSW,42,584579.06,2384,0.02,245.21,1412,32426,39459
2715,Balranald,NSW,38,632758.22,1625,0.02,389.39,798,37070,45479
2716,Jerilderie,NSW,21,287107.11,1070,0.02,268.32,696,34590,44301
2717,Coomealla,NSW,19,282484.91,1385,0.01,203.96,605,32824,39168
2720,Bombowlee,NSW,152,2877804.37,7822,0.02,367.91,4273,40479,49445
2721,Quandialla,NSW,7,244042.85,350,0.02,697.27,,,
2722,Brungle,NSW,44,837498.4,2978,0.01,281.23,1705,35914,42391
2725,Stockinbingal,NSW,9,158559.73,447,0.02,354.72,,,
2726,Jugiong,NSW,5,56358.66,304,0.02,185.39,,,
2727,Coolac,NSW,11,127864.53,568,0.02,225.11,214,26976,39317
2729,Adelong,NSW,29,547835.61,1729,0.02,316.85,908,35207,43191
2730,Batlow,NSW,28,386178.98,1423,0.02,271.38,799,35022,39569
2731,Moama,NSW,87,2769321.36,5561,0.02,497.99,3322,36438,44430
2732,Barham,NSW,23,832136.41,1859,0.01,447.63,1024,31850,39143
2733,Moulamein,NSW,10,116831.63,592,0.02,197.35,356,35696,43029
2734,,NSW,6,66933.89,,,,,,
2735,Koraleigh,NSW,6,152858.46,653,0.01,234.09,,,
2736,Goodnight,NSW,5,49492.88,403,0.01,122.81,221,30281,35927
2737,Euston,NSW,16,213999.41,793,0.02,269.86,392,34837,34171
2738,Gol Gol,NSW,28,425609.22,1223,0.02,348.00,801,38347,46726
2739,Buronga,NSW,36,532568.42,1501,0.02,354.81,676,33496,40615
2740,,NSW,1,5553.42,,,,,,
2743,,NSW,1,30181.54,,,,,,
2745,Glenmore Park,NSW,648,11511518.01,26233,0.02,438.82,16461,50170,59029
2747,Cambridge Gardens,NSW,996,15778334.35,34249,0.03,460.69,20151,45267,50022
2748,Orchard Hills,NSW,36,1045387.53,1911,0.02,547.04,1447,44486,58923
2749,Castlereagh,NSW,385,6733293.83,15771,0.02,426.94,9385,47455,54755
2750,Emu Heights (NSW),NSW,1189,22359274.77,42587,0.03,525.03,23775,46042,53192
2751,,NSW,32,859933.91,,,,,,
2752,Silverdale (NSW),NSW,129,2480394.61,4675,0.03,530.57,2905,45952,55184
2753,Agnes Banks,NSW,424,8891928.9,17082,0.02,520.54,9430,42447,52539
2754,North Richmond,NSW,122,2782806.58,5284,0.02,526.65,3142,42370,51505
2755,,NSW,13,277061.16,,,,,,
2756,Bligh Park,NSW,930,17296820.33,32296,0.03,535.57,19216,44635,52733
2757,Kurmond,NSW,21,298290.56,878,0.02,339.74,583,40391,50634
2758,Berambing,NSW,187,4388104.9,8527,0.02,514.61,5300,43487,55937
2759,Erskine Park,NSW,667,12728818,26501,0.03,480.31,15911,46674,51455
2760,Colyton,NSW,752,11016800.59,27032,0.03,407.55,14967,43259,46840
2761,Colebee,NSW,649,11349910.67,27726,0.02,409.36,15501,45704,49253
2762,Schofields,NSW,98,1762633.75,3812,0.03,462.39,2163,45610,52231
2763,Acacia Gardens,NSW,733,14557223.86,29849,0.02,487.70,17256,48427,53549
2764,,NSW,2,35195.25,,,,,,
2765,Berkshire Park,NSW,383,7124821.28,14841,0.03,480.08,8019,42809,53220
2766,Eastern Creek,NSW,284,5232620.14,14178,0.02,369.07,7694,44216,48301
2767,Doonside,NSW,450,7611721.26,19505,0.02,390.24,11093,45139,49641
2768,Glenwood (NSW),NSW,530,10111754.8,26462,0.02,382.12,15229,51037,58986
2769,The Ponds,NSW,140,2110690.26,2933,0.05,719.64,,,
2770,Bidwill (NSW),NSW,1364,20746488.21,60345,0.02,343.80,25006,40121,43351
2773,Glenbrook,NSW,122,2611434.29,5856,0.02,445.94,3775,48420,64083
2774,Blaxland (NSW),NSW,290,7400158.95,12650,0.02,584.99,7715,47120,57390
2775,Leets Vale,NSW,33,679898.59,1541,0.02,441.21,724,36840,47559
2776,Faulconbridge,NSW,99,1992972.48,3992,0.02,499.24,2443,46404,55570
2777,Hawkesbury Heights,NSW,384,9241708.14,17783,0.02,519.69,10325,44961,55191
2778,Linden (NSW),NSW,57,1428011.21,2431,0.02,587.42,1422,43917,53752
2779,Hazelbrook,NSW,126,2768042.01,4534,0.03,610.51,2637,42814,50238
2780,Katoomba,NSW,340,7636379.56,12920,0.03,591.05,6960,35682,49579
2782,Wentworth Falls,NSW,157,3103938.65,5935,0.03,522.99,3264,39154,50970
2783,Lawson (NSW),NSW,78,1549740.94,2886,0.03,536.99,1472,40430,48391
2784,Bullaburra,NSW,43,751805.51,1215,0.04,618.77,691,43070,51664
2785,Blackheath (NSW),NSW,106,3000700.87,4570,0.02,656.61,2563,36477,47445
2786,Dargan,NSW,33,1304024.79,994,0.03,1311.90,617,36516,49309
2787,Black Springs (NSW),NSW,112,2245904.22,4233,0.03,530.57,2333,39711,45008
2790,Bowenfels,NSW,274,6219608.1,14815,0.02,419.82,7363,40538,54034
2791,Carcoar,NSW,7,137597,693,0.01,198.55,,,
2792,Mandurama,NSW,4,36560.69,494,0.01,74.01,,,
2793,Darbys Falls,NSW,20,411614.74,1133,0.02,363.30,466,30608,44712
2794,Cowra,NSW,159,4033598.94,10002,0.02,403.28,5424,34557,41154
2795,Abercrombie,NSW,784,14703824.42,39879,0.02,368.71,21717,41914,51036
2797,Lyndhurst (Blayney - NSW),NSW,13,372273.28,216,0.06,1723.49,219,31370,38717
2798,Forest Reefs,NSW,46,922205.18,2385,0.02,386.67,1201,40916,55038
2799,Barry (Blayney - NSW),NSW,107,3194437.02,3841,0.03,831.67,2080,39713,47016
2800,Belgravia,NSW,909,15740993.06,41363,0.02,380.56,23667,43047,53928
2803,Bendick Murrell,NSW,1,38372.18,303,0.00,126.64,,,
2804,Canowindra,NSW,50,992531.82,2624,0.02,378.25,1343,33414,37897
2805,Gooloogong,NSW,14,271331.94,295,0.05,919.77,211,36276,39282
2806,Eugowra,NSW,11,113333.62,913,0.01,124.13,465,35856,42932
2807,Koorawatha,NSW,9,196014.55,259,0.03,756.81,,,
2808,Wyangala,NSW,4,72093.24,227,0.02,317.59,,,
2809,Greenethorpe,NSW,6,110359.97,320,0.02,344.87,,,
2810,Caragabal,NSW,50,863229.5,2975,0.02,290.16,1628,35118,43056
2818,,NSW,13,486257.56,,,,,,
2820,Apsley (NSW),NSW,132,2556643.26,7878,0.02,324.53,3061,35189,42111
2821,Burroway,NSW,119,2029917.23,4943,0.02,410.67,2521,36468,43100
2822,,NSW,5,105655.27,,,,,,
2823,Gin Gin (NSW),NSW,31,458009.95,1405,0.02,325.99,751,35544,43331
2824,Marthaguy,NSW,40,438312.7,2323,0.02,188.68,1303,39639,46378
2825,Hermidale,NSW,50,829441,2688,0.02,308.57,1334,40075,50133
2826,,NSW,1,26100.46,,,,,,
2827,Biddon,NSW,78,1227951.5,3586,0.02,342.43,1824,34619,39295
2828,Gulargambone,NSW,22,898500.16,583,0.04,1541.17,368,29549,40359
2829,Coonamble,NSW,58,760364.21,3177,0.02,239.33,1515,34233,36949
2830,Ballimore,NSW,922,17229789.53,37737,0.02,456.58,22268,41831,49140
2831,Armatree,NSW,83,1932119.24,3889,0.02,496.82,1701,31802,36411
2832,Come By Chance,NSW,82,1260773.75,2746,0.03,459.13,1198,35665,33487
2833,Collarenebri,NSW,19,308062.35,767,0.02,401.65,260,38007,34766
2834,Lightning Ridge,NSW,58,763753.19,2491,0.02,306.61,862,31946,36182
2835,Cobar,NSW,146,2811706.05,4240,0.03,663.14,2265,50644,66324
2836,White Cliffs,NSW,23,382112.78,926,0.02,412.65,313,37334,44939
2838,,NSW,4,56036.61,,,,,,
2839,Brewarrina,NSW,39,430826.21,1413,0.03,304.90,473,38511,39119
2840,Bourke,NSW,85,1169474.75,2867,0.03,407.91,1433,39787,42677
2842,Mendooran,NSW,18,337349.38,453,0.04,744.70,282,22867,28317
2843,Coolah,NSW,14,318179.93,1279,0.01,248.77,679,30084,35469
2844,Dunedoo,NSW,29,403644.14,1430,0.02,282.27,661,30689,37487
2845,Wallerawang,NSW,57,997959.37,1904,0.03,524.14,982,43656,55580
2846,Capertee,NSW,5,62401.64,370,0.01,168.65,,,
2847,Portland (NSW),NSW,41,948977.8,2307,0.02,411.35,1022,40557,55494
2848,Charbon,NSW,36,840824.83,1727,0.02,486.87,538,34975,46268
